711	4250	22	1080	C.FIJA	DIAS-F.	30	11/09/1997	1808	131052
713	3800	22	720	C.FIJA	DIAS-F.	30	11/09/1997	753.65	132052
715	15000	18	1080	S/SALDOS	DIAS-F.	30	12/09/1997	5832.93	131052
716	8000	22	1440	C.FIJA	DIAS-F.	30	12/09/1997	5160.09	131052
719	1500	20	1080	C.FIJA	DIAS-F.	30	12/09/1997	687.99	131052
720	13400	16	2160	C.FIJA	DIAS-F.	30	12/09/1997	10532.52	131052
721	12000	23.87	1080	C.FIJA	DIAS-F.	30	16/09/1997	3957.7	131052
722	50000	16.5	2160	C.FIJA	DIAS-F.	30	17/09/1997	39519.46	131052
723	17730	17	1440	S/SALDOS	DIAS-F.	90	17/09/1997	9971.44	131052
724	60000	17	3600	S/SALDOS	DIAS-F.	30	17/09/1997	48999.73	131052
725	10000	18	720	C.FIJA	DIAS-F.	30	17/09/1997	971.81	131052
726	11000	22	1080	C.FIJA	DIAS-F.	30	17/09/1997	5115.55	131052
729	4500	22	720	C.FIJA	DIAS-F.	30	19/09/1997	452.46	131052
732	4500	17	900	C.FIJA	DIAS-F.	30	19/09/1997	1389.03	131052
733	5800	20	1080	C.FIJA	DIAS-F.	30	19/09/1997	1806.47	131052
735	5500	20	1080	C.FIJA	DIAS-F.	30	19/09/1997	2532.94	131052
736	10000	17	1080	S/SALDOS	DIAS-F.	90	22/09/1997	4165.86	131052
737	5250	19	1080	C.FIJA	DIAS-F.	30	22/09/1997	2362.02	131052
738	15000	18	720	S/SALDOS	DIAS-F.	60	22/09/1997	1249.01	131052
740	3000	24	720	C.FIJA	DIAS-F.	30	23/09/1997	300.25	131052
743	26000	17	1080	S/SALDOS	DIAS-F.	60	23/09/1997	10110.14	131052
744	12000	20.86	570	C.FIJA	DIAS-F.	30	23/09/1997	4180.59	133052
745	4000	19	1080	C.FIJA	DIAS-F.	30	23/09/1997	1825.49	131052
747	1000	20	720	C.FIJA	DIAS-F.	30	23/09/1997	143.69	132052
749	15000	17	720	S/SALDOS	DIAS-F.	90	24/09/1997	1869.31	131052
750	12000	18	720	S/SALDOS	DIAS-F.	30	24/09/1997	999.2	131052
752	2000	20	720	C.FIJA	DIAS-F.	30	24/09/1997	197.79	131052
754	8000	24	900	C.FIJA	DIAS-F.	30	25/09/1997	1840.58	133052
755	4500	20	1800	C.FIJA	DIAS-F.	30	25/09/1997	3296.41	131052
